Date,SDGE,Year,Month,Day,Week_day,Season,Holiday,Non_working,DailyCoolingDegreeDays,DailyHeatingDegreeDays,HourlyDryBulbTemperature
2019-01-01 00:00:00,48485.35539,2019,1,1,Tuesday,winter,1,non-working,0,12,52.34482759
2019-01-02 00:00:00,56532.90157,2019,1,2,Wednesday,winter,0,working,0,13,52.06896552
2019-01-03 00:00:00,57024.67562,2019,1,3,Thursday,winter,0,working,0,12,53.33333333
2019-01-04 00:00:00,56456.88815,2019,1,4,Friday,winter,0,working,0,12,53.55172414
2019-01-05 00:00:00,55838.51372,2019,1,5,Saturday,winter,0,non-working,0,9,55.79310345
2019-01-06 00:00:00,49997.07992,2019,1,6,Sunday,winter,0,non-working,0,7,56.92105263
2019-01-07 00:00:00,53903.54917,2019,1,7,Monday,winter,0,working,0,7,57.1
2019-01-08 00:00:00,53043.94868,2019,1,8,Tuesday,winter,0,working,0,5,59.5483871
2019-01-09 00:00:00,52996.25038,2019,1,9,Wednesday,winter,0,working,0,7,58.13157895
2019-01-10 00:00:00,52836.29512,2019,1,10,Thursday,winter,0,working,0,6,58.48780488
2019-01-11 00:00:00,53224.97678,2019,1,11,Friday,winter,0,working,0,8,55.90909091
2019-01-12 00:00:00,50237.53691,2019,1,12,Saturday,winter,0,non-working,0,7,57.33333333
2019-01-13 00:00:00,50849.19571,2019,1,13,Sunday,winter,0,non-working,0,9,56.24137931
2019-01-14 00:00:00,58086.93887,2019,1,14,Monday,winter,0,working,0,7,57.28571429
2019-01-15 00:00:00,54869.1338,2019,1,15,Tuesday,winter,0,working,0,5,59.35897436
2019-01-16 00:00:00,53311.30061,2019,1,16,Wednesday,winter,0,working,0,2,62.31818182
2019-01-17 00:00:00,55926.74281,2019,1,17,Thursday,winter,0,working,0,3,61.2037037
2019-01-18 00:00:00,51641.71494,2019,1,18,Friday,winter,0,working,0,5,60.43902439
2019-01-19 00:00:00,47388.27276,2019,1,19,Saturday,winter,0,non-working,0,3,61.55172414
2019-01-20 00:00:00,46727.7534,2019,1,20,Sunday,winter,0,non-working,0,3,61.26666667
2019-01-21 00:00:00,50956.04652,2019,1,21,Monday,winter,1,non-working,0,6,59.58064516
2019-01-22 00:00:00,53877.13959,2019,1,22,Tuesday,winter,0,working,0,7,56.86206897
2019-01-23 00:00:00,53946.25702,2019,1,23,Wednesday,winter,0,working,0,8,56.65517241
2019-01-24 00:00:00,53758.89097,2019,1,24,Thursday,winter,0,working,0,5,59.5862069
2019-01-25 00:00:00,52125.82291,2019,1,25,Friday,winter,0,working,0,3,61.24137931
2019-01-26 00:00:00,48171.08389,2019,1,26,Saturday,winter,0,non-working,0,1,62.20689655
2019-01-27 00:00:00,46555.98379,2019,1,27,Sunday,winter,0,non-working,0,1,61.5862069
2019-01-28 00:00:00,52483.25152,2019,1,28,Monday,winter,0,working,0,2,60.66666667
2019-01-29 00:00:00,54145.92052,2019,1,29,Tuesday,winter,0,working,0,4,58.36842105
2019-01-30 00:00:00,51748.01238,2019,1,30,Wednesday,winter,0,working,0,4,60.25
2019-01-31 00:00:00,54497.49591,2019,1,31,Thursday,winter,0,working,0,6.019230769,58.11538462
2019-02-01 00:00:00,55065.12175,2019,2,1,Friday,winter,0,working,0,7,58
2019-02-02 00:00:00,52659.98136,2019,2,2,Saturday,winter,0,non-working,0,4,59.30769231
2019-02-03 00:00:00,48783.4775,2019,2,3,Sunday,winter,0,non-working,0,7,57.38888889
2019-02-04 00:00:00,55184.86312,2019,2,4,Monday,winter,0,working,0,7,57.28571429
2019-02-05 00:00:00,55767.04381,2019,2,5,Tuesday,winter,0,working,0,9,55.19444444
2019-02-06 00:00:00,53940.20309,2019,2,6,Wednesday,winter,0,working,0,12,53.37931034
2019-02-07 00:00:00,54640.47121,2019,2,7,Thursday,winter,0,working,0,11,53.79310345
2019-02-08 00:00:00,52439.49074,2019,2,8,Friday,winter,0,working,0,11,54.03448276
2019-02-09 00:00:00,50999.98462,2019,2,9,Saturday,winter,0,non-working,0,9,54.74193548
2019-02-10 00:00:00,49687.95831,2019,2,10,Sunday,winter,0,non-working,0,9,54.83870968
2019-02-11 00:00:00,53945.88888,2019,2,11,Monday,winter,0,working,0,11,53.65517241
2019-02-12 00:00:00,54369.94849,2019,2,12,Tuesday,winter,0,working,0,7,57.55172414
2019-02-13 00:00:00,55819.35764,2019,2,13,Wednesday,winter,0,working,0,5,57.18918919
2019-02-14 00:00:00,57652.29097,2019,2,14,Thursday,winter,0,working,0,5,60.96078431
2019-02-15 00:00:00,52349.00122,2019,2,15,Friday,winter,0,working,0,7,57
2019-02-16 00:00:00,46691.26509,2019,2,16,Saturday,winter,0,non-working,0,8,56.86206897
2019-02-17 00:00:00,47234.37741,2019,2,17,Sunday,winter,0,non-working,0,9,55.45454545
2019-02-18 00:00:00,50678.25362,2019,2,18,Monday,winter,1,non-working,0,12,52.51724138
2019-02-19 00:00:00,54156.85871,2019,2,19,Tuesday,winter,0,working,0,14,50.79310345
2019-02-20 00:00:00,59010.15033,2019,2,20,Wednesday,winter,0,working,0,14,51.65625
2019-02-21 00:00:00,57958.37023,2019,2,21,Thursday,winter,0,working,0,13,51.8125
2019-02-22 00:00:00,53503.76267,2019,2,22,Friday,winter,0,working,0,14,50.82758621
2019-02-23 00:00:00,47808.20595,2019,2,23,Saturday,winter,0,non-working,0,11,53
2019-02-24 00:00:00,47244.01435,2019,2,24,Sunday,winter,0,non-working,0,10,54.89655172
2019-02-25 00:00:00,50593.07019,2019,2,25,Monday,winter,0,working,0,8,56.5483871
2019-02-26 00:00:00,51858.60534,2019,2,26,Tuesday,winter,0,working,0,8,55.75675676
2019-02-27 00:00:00,50524.46943,2019,2,27,Wednesday,winter,0,working,0,7,58.27272727
2019-02-28 00:00:00,49912.72418,2019,2,28,Thursday,winter,0,working,0,2.027027027,61.24324324
2019-03-01 00:00:00,49300.19313,2019,3,1,Friday,winter,0,working,0,3,60.39473684
2019-03-02 00:00:00,50369.77363,2019,3,2,Saturday,winter,0,non-working,0,5,59.28571429
2019-03-03 00:00:00,46858.19134,2019,3,3,Sunday,winter,0,non-working,0,4,60.26190476
2019-03-04 00:00:00,51077.00497,2019,3,4,Monday,winter,0,working,0,6,57.91176471
2019-03-05 00:00:00,50843.14288,2019,3,5,Tuesday,winter,0,working,0,6,58.84848485
2019-03-06 00:00:00,53425.4344,2019,3,6,Wednesday,winter,0,working,0,2,62.12195122
2019-03-07 00:00:00,50093.7207,2019,3,7,Thursday,winter,0,working,0,4,59.9375
2019-03-08 00:00:00,49005.3321,2019,3,8,Friday,winter,0,working,0,7,57.27586207
2019-03-09 00:00:00,47283.65998,2019,3,9,Saturday,winter,0,non-working,0,9,55.89655172
2019-03-10 00:00:00,46267.30984,2019,3,10,Sunday,winter,0,non-working,0,9,55.20689655
2019-03-11 00:00:00,55675.8419,2019,3,11,Monday,winter,0,working,0,9,54.75862069
2019-03-12 00:00:00,49634.14663,2019,3,12,Tuesday,winter,0,working,0,7,57.65625
2019-03-13 00:00:00,48198.97101,2019,3,13,Wednesday,winter,0,working,0,5,58.74285714
2019-03-14 00:00:00,48703.94756,2019,3,14,Thursday,winter,0,working,0,4,60.27586207
2019-03-15 00:00:00,48866.34782,2019,3,15,Friday,winter,0,working,0,2,61.75862069
2019-03-16 00:00:00,44609.23683,2019,3,16,Saturday,winter,0,non-working,0,2,62.96551724
2019-03-17 00:00:00,43912.1222,2019,3,17,Sunday,winter,0,non-working,0,0,62.75862069
2019-03-18 00:00:00,48286.85329,2019,3,18,Monday,winter,0,working,0,4,60.85294118
2019-03-19 00:00:00,47413.79347,2019,3,19,Tuesday,winter,0,working,0,5,59.90697674
2019-03-20 00:00:00,50522.99054,2019,3,20,Wednesday,winter,0,working,0,3,60.04651163
2019-03-21 00:00:00,50940.61779,2019,3,21,Thursday,winter,0,working,0,6,58
2019-03-22 00:00:00,48017.30714,2019,3,22,Friday,winter,0,working,0,7,58.25806452
2019-03-23 00:00:00,44591.72953,2019,3,23,Saturday,winter,0,non-working,0,5,59.55263158
2019-03-24 00:00:00,42690.20055,2019,3,24,Sunday,winter,0,non-working,0,4,60.63636364
2019-03-25 00:00:00,47711.59811,2019,3,25,Monday,winter,0,working,0,4,60.62068966
2019-03-26 00:00:00,49312.73306,2019,3,26,Tuesday,winter,0,working,0,3,59.94117647
2019-03-27 00:00:00,49187.05714,2019,3,27,Wednesday,winter,0,working,0,3,61.76315789
2019-03-28 00:00:00,47535.7159,2019,3,28,Thursday,winter,0,working,0,2,62
2019-03-29 00:00:00,47892.62491,2019,3,29,Friday,winter,0,working,0,4,60.60606061
2019-03-30 00:00:00,44248.22394,2019,3,30,Saturday,winter,0,non-working,0,2,63.34482759
2019-03-31 00:00:00,44293.72027,2019,3,31,Sunday,winter,0,non-working,4.033333333,0,69.1
2019-04-01 00:00:00,51038.21508,2019,4,1,Monday,winter,0,working,5,0,67.31034483
2019-04-02 00:00:00,46961.09263,2019,4,2,Tuesday,winter,0,working,0,2,62.58139535
2019-04-03 00:00:00,47943.59652,2019,4,3,Wednesday,winter,0,working,0,2,61.48571429
2019-04-04 00:00:00,48211.68467,2019,4,4,Thursday,winter,0,working,0,2,61.08108108
2019-04-05 00:00:00,48131.15898,2019,4,5,Friday,winter,0,working,0,3,60.15384615
2019-04-06 00:00:00,43879.37409,2019,4,6,Saturday,winter,0,non-working,0,1,62.24242424
2019-04-07 00:00:00,43617.98703,2019,4,7,Sunday,winter,0,non-working,2,0,65.03225806
2019-04-08 00:00:00,51769.6252,2019,4,8,Monday,winter,0,working,6,0,69.5862069
2019-04-09 00:00:00,49369.64564,2019,4,9,Tuesday,winter,0,working,2,0,65.06060606
2019-04-10 00:00:00,46190.16779,2019,4,10,Wednesday,winter,0,working,0,0,64.4137931
2019-04-11 00:00:00,47146.91442,2019,4,11,Thursday,winter,0,working,0,3,61.87878788
2019-04-12 00:00:00,46275.69608,2019,4,12,Friday,winter,0,working,0,1,63
2019-04-13 00:00:00,42974.47469,2019,4,13,Saturday,winter,0,non-working,0,0,64.65517241
2019-04-14 00:00:00,42153.29584,2019,4,14,Sunday,winter,0,non-working,0,1,63.34375
2019-04-15 00:00:00,46251.84589,2019,4,15,Monday,winter,0,working,0,2,61
2019-04-16 00:00:00,49407.41978,2019,4,16,Tuesday,winter,0,working,0,2,61.1875
2019-04-17 00:00:00,47372.18298,2019,4,17,Wednesday,winter,0,working,1,0,63.62068966
2019-04-18 00:00:00,49104.65722,2019,4,18,Thursday,winter,0,working,2,0,65.4
2019-04-19 00:00:00,48544.71063,2019,4,19,Friday,winter,0,working,0,1,62.11428571
2019-04-20 00:00:00,44144.77745,2019,4,20,Saturday,winter,0,non-working,0,2,62.29411765
2019-04-21 00:00:00,41214.64737,2019,4,21,Sunday,winter,0,non-working,0,3,60.97222222
2019-04-22 00:00:00,47470.9673,2019,4,22,Monday,winter,0,working,0,2,62.26666667
2019-04-23 00:00:00,48786.19434,2019,4,23,Tuesday,winter,0,working,0,0,63.34210526
